leg_black,treat_out,responded,totalpop,medianhhincom,black_medianhh,white_medianhh,blackpercent,statessquireindex,nonblacknonwhite,urbanpercent,leg_senator,leg_democrat,south
0,1,1,2.0717,7.3306,2.7112,3.8341,0.031761356,0.125,0,1,0,0,0
0,0,1,2.233,5.244,2.1947,2.7042,0.038961038,0.125,0,0.99967414,0,0,0
0,0,0,7.1724,5.1191,1.6613,3.3367,0.07767274,0.125,0,0.98806846,1,0,0
0,0,0,2.1195,3.5949,0.6299,1.8212,0.09143666,0.125,0,1,0,1,0
0,0,0,7.1396,4.5452,1.6693,2.1032,0.030225782,0.125,0,0.7907924,1,0,0
0,0,1,2.255,2.6875,1.097,1.6415,0.11645233,0.125,1,1,0,1,0
0,1,0,6.8585,3.7753,1.0035,1.8806,0.020237662,0.125,0,0.58011657,1,0,0
0,1,0,2.2432,3.7239,1.5157,1.9286,0.22579351,0.125,0,0.9532876,0,1,0
0,1,0,6.8952,3.3093,0.9617,1.7911,0.008339134,0.125,0,0.36781928,1,0,0
1,1,0,2.1947,2.9552,1.3599,1.8774,0.6500204,0.125,0,1,0,1,0
0,1,0,6.6025,3.551,0.9817,1.9332,0.031987883,0.125,0,0.69444346,1,0,0
1,1,0,2.2615,3.0551,1.3604,1.8412,0.5767411,0.125,0,0.9814669,0,1,0
0,1,1,6.8851,3.7128,0.9908,1.798,0.012214783,0.125,0,0.40715235,1,0,0
0,1,0,2.2689,5.083,2.3023,2.1781,0.17761911,0.125,0,0.7587958,0,1,0
0,0,1,7.1357,3.1849,0.7218,1.7621,0.01150553,0.125,0,0.4860617,1,1,0
0,0,1,6.4023,8.1858,3.0416,3.4079,0.025522077,0.125,0,0.8914534,1,0,0
0,1,0,2.2295,5.5884,1.8845,2.8471,0.01964566,0.125,0,0.6282021,0,0,0
0,1,0,2.199,6.2887,2.4325,2.5089,0.023601636,0.125,0,0.5933901,0,0,0
0,1,1,7.1063,3.8611,0.7941,2.0135,0.009048309,0.125,0,0.6002845,1,0,0
0,1,0,2.17,4.1648,1.2539,1.9765,0.1578341,0.125,0,0.81628036,0,1,0
0,0,1,6.8604,3.2561,1.4561,1.7951,0.009110256,0.125,0,0.24776988,1,0,0
0,0,0,2.1526,4.0282,1.6031,2.0666,0.1639413,0.125,0,0.99959975,0,1,0
0,1,0,2.1231,5.8834,2.7337,2.3088,0.02618812,0.125,0,0.40177995,0,0,0
0,1,0,2.244,5.3161,1.3045,2.2628,0.016265597,0.125,0,0.72164065,0,0,0
0,1,0,2.333,5.1325,1.583,2.7225,0.044320617,0.125,0,0.8545792,0,0,0
0,0,1,2.0456,4.5,5.9061,1.8987,0.004741885,0.125,0,0,0,0,0
0,1,0,2.1905,10.4149,4.0606,3.9096,0.024697557,0.125,0,0.98952806,0,0,0
0,1,0,2.2369,6.9492,2.5951,3.1244,0.03849077,0.125,0,1,0,0,0
0,1,0,2.1115,4.9556,1.7593,2.1444,0.006535638,0.125,0,0.4294698,0,0,0
0,0,1,2.0362,5.3846,1.1607,2.2573,0.020037321,0.125,0,0.31032646,0,0,0
0,1,1,2.1041,5.4679,1.6451,2.8982,0.04956989,0.125,0,0.93026376,0,0,0
0,1,1,2.2551,5.2673,2.0562,2.2713,0.05684892,0.125,0,0.6608208,0,1,0
0,0,1,2.1155,4.5708,1.7237,2.5618,0.060033094,0.125,0,0.78747225,0,0,0
0,0,0,2.2087,3.2089,1.4919,2.1009,0.14891112,0.125,0,1,0,1,0
0,1,1,2.1406,3.2329,1.4829,2.1261,0.08133233,0.125,0,0.99762076,0,1,0
0,0,1,2.1243,3.0964,0.9752,1.6834,0.08026173,0.125,0,0.92183095,0,1,0
0,1,0,2.1778,2.9902,1.173,1.6996,0.2657728,0.125,0,0.9979379,0,1,0
0,0,0,2.2106,3.9433,0.6398,1.8319,0.0037094,0.125,0,0.000111111,0,0,0
0,0,1,2.369,3.1014,1.1617,1.8129,0.032967497,0.125,0,0.9994834,0,0,0
0,1,0,2.1201,4.0872,0.9879,1.8062,0.008914674,0.125,0,0.20606495,0,0,0
0,1,0,2.1711,3.2985,1.4366,1.665,0.01271245,0.125,0,0.1803386,0,1,0
0,0,0,2.3219,3.3042,1.1246,1.5475,0.049313065,0.125,0,0.50721866,0,1,0
0,1,0,2.5787,3.4468,1.228,1.6628,0.11327413,0.125,0,0.5171449,0,0,0
0,0,0,2.3318,3.0998,1.3229,1.958,0.23702718,0.125,0,0.9060324,0,0,0
0,1,0,3.1535,2.3939,1.2823,1.3777,0.048200414,0.125,0,0.9964322,0,1,0
0,1,0,2.233,4.4824,1.667,2.3004,0.061665915,0.125,0,0.729413,0,1,0
0,1,1,2.0611,3.4219,1.0259,1.8273,0.007326184,0.125,0,0.3272877,0,0,0
0,1,0,2.1018,3.3572,1.3496,1.6809,0.04358169,0.125,0,1,0,0,0
0,0,0,2.0868,3.5433,0.7696,1.6895,0.025206057,0.125,0,0.14671859,0,0,0
0,0,0,2.1022,3.6923,1.4195,2.3078,0.041480355,0.125,0,0.997835,0,0,0
0,1,0,2.1361,3.9442,1.3174,2.0085,0.024530686,0.125,0,0.93618983,0,0,0
0,1,0,2.143,4.104,1.0959,1.966,0.013345777,0.125,0,0.8042032,0,0,0
0,0,1,2.0727,4.2677,1.1458,1.8662,0.007478169,0.125,0,0.15889964,0,0,0
0,0,1,2.1744,3.7781,0.8839,1.9647,0.01687822,0.125,0,0.6386166,0,0,0
0,0,0,2.2399,3.6756,1.3044,1.7576,0.007589625,0.125,0,0.2817595,0,0,0
0,1,0,2.1911,5.0085,1.0732,2.038,0.005294144,0.125,0,0.5625748,0,0,0
0,0,1,2.1042,3.7755,0.5568,1.9943,0.023619428,0.125,0,0.5769549,0,1,0
0,1,0,2.2549,3.6151,1.302,1.8039,0.008958269,0.125,0,0.38353062,0,1,0
0,0,0,2.2088,5.2368,1.5019,2.1464,0.010277074,0.125,0,0.31602168,0,0,0
0,0,0,2.1351,5.7543,1.6693,2.3423,0.015596459,0.125,0,0.9510075,0,0,0
1,0,1,2.2022,3.1667,1.421,1.895,0.46517122,0.125,0,0.9917648,0,1,0
0,0,0,2.1123,5.3074,0.8849,2.2124,0.007953416,0.125,0,0.52081937,0,0,0
0,1,0,2.1291,4.9184,1.4413,2.0001,0.006105866,0.125,0,0.46212822,0,0,0
0,1,0,2.0849,6.327,1.6025,2.5891,0.019329464,0.125,0,0.955641,0,0,0
0,0,0,2.2871,4.0601,1.7414,1.8529,0.032880068,0.125,0,0.9348791,0,0,0
0,0,0,2.2312,6.1838,2.1258,3.0045,0.02684654,0.125,0,0.8061116,0,0,0
0,1,0,2.0937,3.9365,1.2526,1.9156,0.009791279,0.125,0,0.37579763,0,0,0
0,0,0,2.1566,2.619,0.955,1.4434,0.07395901,0.125,0,0.99228877,0,1,0
0,0,1,2.1173,4.3316,1.0258,2.3896,0.014310679,0.125,0,0.7967933,0,0,0
0,0,0,2.0706,3.1961,0.9818,1.6692,0.003187482,0.125,0,0.16305946,0,0,0
0,1,0,2.1256,3.3549,0.9047,1.7299,0.0047516,0.125,0,0.26482493,0,0,0
0,1,0,2.1073,4.2447,1.0993,1.9647,0.023299957,0.125,0,0.3163277,0,1,0
0,0,0,2.1239,3.0974,4.8755,1.6804,0.003954988,0.125,0,0.15364823,0,0,0
0,0,0,2.2277,3.0223,0.8363,1.6323,0.006284509,0.125,0,0.20171016,0,0,0
0,0,1,2.3138,3.2427,0.8966,1.9008,0.011020832,0.125,0,0.9013578,0,1,0
0,1,0,2.1107,3.3361,0.8798,1.8363,0.015445113,0.125,0,0.77474403,0,0,0
0,1,0,2.076,3.2456,1.0905,1.6501,0.010452794,0.125,0,0.43377554,0,0,0
0,0,1,2.2528,3.4006,0.6768,1.8027,0.02286044,0.125,0,0.505907,0,0,0
0,1,0,2.2532,3.6137,1.1342,1.8691,0.00670158,0.125,0,0.21734437,0,0,0
0,0,0,2.2362,3.4131,0.7296,1.7726,0.003666935,0.125,0,0.13655695,0,1,0
0,1,0,2.2696,3.4765,0.5297,1.9075,0.008724004,0.125,0,0.4375,0,0,0
0,1,0,2.1095,3.2419,0.795,1.7826,0.003839772,0.125,0,0,0,0,0
0,1,0,2.2965,3.9411,1.3088,2.1053,0.019682124,0.125,0,0.9095804,0,0,0
0,1,0,2.1717,3.1616,1.6468,1.7203,0.013721969,0.125,0,0.2681072,0,0,0
0,0,0,2.0889,3.3859,1.0327,1.8184,0.008856336,0.125,0,0.50020915,0,0,0
0,0,0,2.1295,3.8822,1.3688,1.9696,0.005259452,0.125,0,0.21440616,0,0,0
0,1,0,2.1446,3.9282,1.1385,2.1185,0.013615594,0.125,0,0.9954314,0,0,0
0,0,0,2.1825,3.9346,0.7392,2.0084,0.004627721,0.125,0,0.45682162,0,0,0
0,0,0,2.2904,3.6788,1.1617,2.1302,0.03894516,0.125,0,0.8708656,0,0,0
0,1,0,4.2349,3.2103,1.0253,1.7869,0.043259576,0.148,0,0.29127964,0,1,1
0,1,1,3.9787,3.1542,1.2446,1.7249,0.020785684,0.148,0,0.34938917,0,1,1
0,0,0,3.9017,3.6087,1.0768,1.8529,0.09388215,0.148,0,0.45719224,0,1,1
0,1,0,11.2433,4.3319,1.4359,2.211,0.08669164,0.148,0,0.68501693,1,1,1
0,0,1,3.8984,3.0882,1.02,1.823,0.27347118,0.148,0,0.7890083,0,1,1
0,0,0,3.9805,3.1808,1.1685,1.4555,0.19844241,0.148,0,0.5108389,0,0,1
0,0,0,3.9136,3.0161,1.2404,1.7697,0.07507154,0.148,0,0.65013456,0,1,1
0,1,0,3.8811,3.5094,1.2061,1.9277,0.083095,0.148,0,0.72793806,0,1,1
0,0,1,3.8441,3.5046,1.3578,1.7831,0.022449989,0.148,0,0.12375901,0,1,1
0,1,0,10.5945,4.6793,1.6355,2.858,0.08021143,0.148,0,0.96024793,1,0,1
0,1,0,4.1777,3.7138,1.5531,1.7875,0.007587907,0.148,0,0.40918544,0,1,1
0,1,0,3.8739,2.9057,0.9418,1.4996,0.043341335,0.148,0,0.29214302,0,1,1
0,0,0,4.1838,3.5075,1.2921,1.6191,0.025789952,0.148,0,0.07013166,0,0,1
0,1,0,4.2796,2.7808,1.0613,1.4797,0.03977007,0.148,0,0.12449398,0,1,1
0,0,0,4.333,3.2853,1.1665,2.0144,0.103807986,0.148,0,0.9420314,0,1,1
0,0,0,10.7417,4.5397,1.2066,1.9597,0.033374608,0.148,0,0.5048802,1,0,1
0,0,1,4.2615,3.6736,1.4851,1.8566,0.08445383,0.148,0,0.39418924,0,0,1
0,1,0,10.4229,4.0534,1.1817,2.3044,0.057162594,0.148,0,1,1,0,1
0,1,1,3.9048,2.5763,0.8388,1.3974,0.046020284,0.148,0,0.15599167,0,0,1
0,0,0,4.2464,3.7605,1.5648,1.8514,0.05910889,0.148,0,0.523509,0,1,1
0,0,0,10.42,1.8275,0.5743,1.1061,0.023790788,0.148,0,0.14989352,1,0,1
0,0,1,3.989,3.8354,1.5424,1.7954,0.1885435,0.148,0,0.85079163,0,0,1
0,1,0,3.9163,4.1453,1.2811,1.9505,0.030717768,0.148,0,0.97363454,0,1,1
0,1,0,4.3175,3.4492,1.5588,2.1162,0.33751014,0.148,0,1,0,1,1
0,1,0,10.7007,3.5219,1.2995,1.8987,0.07812573,0.148,0,0.5604664,1,1,1
0,0,0,4.2964,6.7291,2.8052,3.5271,0.056233123,0.148,0,0.9576331,0,0,1
0,1,0,4.2627,4.7404,1.7406,3.2225,0.023834657,0.148,0,1,0,1,1
0,1,0,3.9886,3.4753,1.4723,1.6641,0.024093665,0.148,0,0.33389032,0,0,1
0,0,0,3.974,3.1142,1.154,1.6689,0.07924006,0.148,0,0.99309814,0,1,1
0,0,0,3.9222,3.4102,0.9953,1.8389,0.102977924,0.148,0,0.9946204,0,1,1
0,1,0,11.2067,4.7366,1.7606,2.0953,0.04760545,0.148,0,0.9468266,1,0,1
0,0,1,3.9943,4.0451,1.4663,1.9353,0.034123626,0.148,0,0.69295764,0,1,1
0,1,0,3.9473,2.5065,1.2121,1.5939,0.36594635,0.148,0,1,0,1,1
0,0,0,3.9464,2.1132,0.877,2.8231,0.5264545,0.148,0,1,0,1,1
0,1,0,3.9018,3.706,1.8557,1.7756,0.15913168,0.148,0,1,0,1,1
0,1,0,4.2429,4.2201,1.5726,2.026,0.15409271,0.148,0,1,0,1,1
0,1,0,4.2629,3.8552,1.3722,1.9068,0.02657815,0.148,0,0.2241951,0,1,1
0,0,0,4.2917,7.1077,2.5843,3.759,0.081016846,0.148,0,0.9628061,0,0,1
0,0,0,4.2027,2.0938,0.7453,1.1764,0.011302258,0.148,0,0.1973576,0,0,1
0,0,0,3.9478,4.9255,1.5651,2.4576,0.052307617,0.148,0,0.63250357,0,1,1
0,0,0,4.2484,6.5149,1.9,2.6138,0.069014214,0.148,0,0.7218192,0,0,1
0,0,1,4.2165,5.4833,1.7611,2.31,0.013897782,0.148,0,0.64429444,0,0,1
0,1,0,4.0242,4.4288,1.3705,2.152,0.07683515,0.148,0,0.61303276,0,1,1
0,0,1,4.2362,5.7404,2.3078,3.092,0.011472546,0.148,0,1,0,0,1
1,0,1,3.9,2.8931,1.1169,1.7725,0.11902564,0.148,0,1,0,1,1
0,1,0,4.041,5.0862,1.6515,2.3517,0.007126949,0.148,0,0.89884466,0,0,1
0,1,1,3.959,4.5744,1.3487,2.0961,0.023869662,0.148,0,0.75392985,0,0,1
0,0,0,3.9915,3.1677,1.5232,1.7814,0.04752599,0.148,0,0.29726455,0,1,1
0,0,0,4.0491,2.7868,1.6977,1.4597,0.023462003,0.148,0,0.3433501,0,1,1
0,0,0,4.1281,4.0538,1.653,2.7014,0.11421719,0.148,0,0.9431263,0,1,1
0,1,0,3.9927,3.7615,1.3296,1.7388,0.014827059,0.148,0,0.18314257,0,1,1
0,0,0,3.9421,3.8676,1.4462,2.7682,0.102052204,0.148,0,1,0,1,1
0,1,0,4.2442,2.5256,1.199,1.3149,0.015621319,0.148,0,0.17855597,0,0,1
0,0,1,4.0916,2.9611,1.3169,1.7189,0.071976736,0.148,0,0.82738304,0,1,1
0,1,0,4.2717,2.3175,0.4657,1.3126,0.004330828,0.148,0,0.3864595,0,0,1
0,1,0,4.2138,2.3369,1.3141,1.4107,0.010133372,0.148,0,0.20405094,0,0,1
0,1,0,4.2745,2.7966,1.1906,1.555,0.009708738,0.148,0,0.30543748,0,0,1
0,1,0,4.2281,2.0026,0.8477,1.1383,0.007450155,0.148,0,0.31041884,0,0,1
0,1,1,4.2411,1.8372,0.9471,1.1373,0.028954752,0.148,0,0.38771027,0,1,1
0,1,0,4.0691,2.2541,1.0851,1.2727,0.00779042,0.148,0,0.24139093,0,0,1
0,1,0,4.3565,2.3672,1.0344,1.4671,0.011109836,0.148,0,0.19160946,0,1,1
0,0,0,4.1193,2.5055,0.3247,1.2998,0.002257665,0.148,0,0.10944824,0,1,1
0,1,0,4.2821,3.2725,0.9896,1.8571,0.25167558,0.129,0,0.2875235,0,0,1
0,1,0,12.2093,3.6782,0.9839,1.8412,0.12697698,0.129,0,0.84492767,1,0,1
1,1,0,4.1615,1.8919,1.0379,1.645,0.73134685,0.129,0,0.99994606,0,1,1
0,1,0,11.0884,2.8375,1.1682,2.3378,0.66969085,0.129,0,0.9998693,1,1,1
0,0,0,4.1338,4.1498,1.3912,2.6822,0.16217524,0.129,0,0.96702075,0,0,1
0,1,1,12.1158,4.0236,0.925,3.0398,0.13308242,0.129,0,0.8855872,1,0,1
0,0,1,4.1874,3.4424,0.9332,1.9653,0.29249653,0.129,0,0.36412612,0,0,1
0,0,1,11.9752,3.2322,1.1181,2.3568,0.5030563,0.129,0,0.98050654,1,1,1
0,0,1,4.3917,4.2464,1.1162,2.3037,0.16538015,0.129,0,0.9243368,0,0,1
0,0,1,11.6714,3.909,1.2027,1.8758,0.25068972,0.129,0,0.931431,1,1,1
0,1,0,4.1356,3.7119,1.0237,1.8832,0.21757424,0.129,0,0.46389404,0,0,1
0,1,0,11.5546,4.0038,1.5233,2.4798,0.07414363,0.129,0,1,1,0,1
0,0,1,4.2227,2.8408,0.89,1.8442,0.32590523,0.129,0,0.4676426,0,1,1
0,1,0,11.5359,4.192,1.0892,2.4414,0.1859066,0.129,0,1,1,0,1
1,1,1,4.1928,2.1248,0.8716,1.5761,0.58025664,0.129,0,0.44799536,0,1,1
0,0,1,12.1085,4.8334,1.1234,2.368,0.12161705,0.129,0,0.79522574,1,0,1
0,0,1,4.4604,3.2368,0.9029,1.9133,0.21870236,0.129,0,0.31328097,0,0,1
0,1,0,12.054,2.9263,0.8224,1.7049,0.26523146,0.129,0,0.25071838,1,1,1
0,1,1,4.1742,2.9061,0.9411,1.6553,0.2563605,0.129,0,0.15534796,0,1,1
0,0,1,12.0595,4.3517,1.3545,1.9029,0.06389983,0.129,0,0.677146,1,0,1
0,1,1,4.3744,2.8785,0.8667,1.7331,0.31085405,0.129,0,0.459774,0,0,1
1,0,0,11.9237,2.2586,0.9933,2.0534,0.6175851,0.129,0,0.9887455,1,1,1
0,1,0,4.5032,3.4564,1.1087,1.7939,0.097774915,0.129,0,0.7150974,0,0,1
1,1,0,11.6775,3.1946,1.1772,1.9431,0.6380989,0.129,0,0.90818197,1,1,1
0,0,1,4.1214,4.1676,1.3508,2.646,0.1627117,0.129,0,0.93386894,0,0,1
0,0,1,12.0735,5.4612,1.8139,3.2346,0.09664141,0.129,0,0.97926116,1,0,1
1,1,1,4.1667,1.8396,0.8624,1.4128,0.85720116,0.129,0,0.93970627,0,1,1
0,1,0,12.0861,3.3388,0.9143,1.9263,0.39312103,0.129,0,0.3833312,1,1,1
0,0,1,4.0955,3.4161,0.9469,1.9315,0.39069712,0.129,0,0.38382208,0,1,1
0,1,0,12.0453,4.0451,0.9952,1.9158,0.26269168,0.129,0,0.60021967,1,1,1
0,1,1,4.1251,2.572,0.6736,1.5838,0.34202808,0.129,0,0.31441697,0,1,1
0,1,0,12.0079,4.0229,1.1233,2.0753,0.29015064,0.129,0,0.82947,1,1,1
0,1,0,4.3435,2.3862,0.6925,1.5305,0.27012777,0.129,0,0.12676789,0,1,1
0,1,0,4.2334,2.0245,0.6649,1.6159,0.56760526,0.129,0,0.51890016,0,1,1
0,1,1,12.0863,3.2555,0.8886,1.7748,0.260303,0.129,0,0.7022464,1,1,1
0,1,1,4.3111,2.8271,0.7847,1.5268,0.16705713,0.129,0,0.21739587,0,1,1
0,0,1,12.1637,3.0903,0.8097,1.6788,0.31570163,0.129,0,0.5367005,1,1,1
0,1,0,4.1538,2.5729,0.827,1.7147,0.37430787,0.129,0,0.39631107,0,0,1
0,1,0,11.7576,4.1562,1.1628,2.4269,0.09925495,0.129,0,0.9541114,1,0,1
0,0,1,4.5506,2.7143,0.8447,1.6049,0.1901068,0.129,0,0.10897857,0,0,1
1,0,0,11.3294,2.3799,0.8597,1.7625,0.5483874,0.129,0,0.75250185,1,1,1
0,0,1,4.4863,3.5708,1.1032,2.1035,0.19104832,0.129,0,0.5193974,0,1,1
0,1,0,11.3645,3.2876,1.0246,1.7614,0.13777113,0.129,0,0.53044504,1,0,1
1,0,1,4.3453,2.172,0.8268,2.0929,0.6239385,0.129,0,0.98004484,0,1,1
0,1,0,11.3199,2.9675,0.8148,1.5296,0.1704697,0.129,0,0.45586473,1,1,1
0,1,0,4.4672,3.4443,0.9266,1.7374,0.08748209,0.129,0,0.38525245,0,0,1
0,1,0,11.6722,3.2791,1.1192,2.0152,0.32511437,0.129,0,0.9061438,1,1,1
0,1,0,4.1785,2.3851,0.649,1.4611,0.29424435,0.129,0,0.33168435,0,1,1
0,0,1,12.1017,2.3748,0.6538,1.4247,0.26021963,0.129,0,0.38211468,1,1,1
1,1,1,4.3054,2.744,1.0875,1.9829,0.786222,0.129,0,0.99980855,0,1,1
0,0,1,11.0284,2.8374,0.888,1.9885,0.34763882,0.129,0,0.6790069,1,1,1
0,1,1,4.6029,3.0665,1.1319,1.6013,0.24543223,0.129,0,0.727333,0,1,1
0,0,0,11.4872,3.2354,1.0879,1.563,0.1380493,0.129,0,0.4026698,1,1,1
0,0,1,4.3008,4.259,1.0532,2.1589,0.077729724,0.129,0,0.7221239,0,0,1
0,0,0,11.4496,2.7652,0.7836,1.664,0.24412207,0.129,0,0.2551661,1,0,1
0,0,1,4.3043,2.9914,0.8484,1.4745,0.1565876,0.129,0,0.15151516,0,1,1
0,0,1,10.9819,2.7674,0.8248,1.6153,0.24675149,0.129,0,0.17784366,1,0,1
0,1,0,4.4879,3.5985,0.9324,1.7059,0.08137436,0.129,0,0.67546725,0,1,1
0,0,0,10.9834,3.1242,0.9191,1.8779,0.28737915,0.129,0,0.38949412,1,0,1
1,1,1,4.4898,2.5712,1.1743,1.9179,0.6864003,0.129,0,0.97097,0,1,1
0,0,1,10.9699,2.0811,0.7899,1.6921,0.646314,0.129,0,0.7351395,1,1,1
0,1,1,4.483,3.7738,0.9083,1.9308,0.12116886,0.129,0,0.6585159,0,0,1
0,1,0,11.0747,3.2075,0.9804,2.0017,0.22564945,0.129,0,0.6223286,1,0,1
0,0,0,4.5,4.3796,1.2445,2.4234,0.072222225,0.129,0,0.8222091,0,0,1
0,0,0,11.0525,3.1773,0.9204,1.9681,0.29856592,0.129,0,0.3549547,1,0,1
0,0,1,4.4601,2.9998,0.8796,1.5157,0.16744019,0.129,0,0.5097973,0,0,1
0,1,0,11.0941,3.5485,1.0247,2.3901,0.25459477,0.129,0,0.98879915,1,0,1
0,1,0,4.4751,2.1912,0.5939,1.443,0.27789325,0.129,0,0.38512334,0,1,1
0,0,0,11.1461,3.7495,1.1368,2.2842,0.29547554,0.129,0,0.638011,1,0,1
0,0,1,4.4413,3.5015,0.9755,1.7301,0.23202667,0.129,0,0.48741826,0,1,1
0,0,1,4.3481,2.5521,0.7034,1.365,0.21071273,0.129,0,0.43028128,0,1,1
0,1,0,4.099,2.582,0.9205,1.4523,0.21468651,0.129,0,0.6550923,0,1,1
0,1,1,4.1156,4.6428,1.3792,2.4822,0.099499464,0.129,0,0.9311932,0,0,1
1,0,1,4.2311,2.2588,0.8999,1.7321,0.6368084,0.129,0,0.99175346,0,1,1
0,0,1,4.4476,3.0212,0.7792,1.615,0.33780017,0.129,0,0.3456811,0,1,1
0,1,0,4.4607,2.8516,0.7193,1.5352,0.14663617,0.129,0,0.41445264,0,0,1
0,0,1,4.1361,2.9496,0.794,1.8113,0.33130246,0.129,0,0.8728145,0,1,1
0,1,0,4.415,3.3313,0.9611,1.5949,0.21861835,0.129,0,0.38182926,0,1,1
0,1,0,4.1244,2.8697,0.8224,1.6578,0.33372128,0.129,0,0.6875637,0,1,1
0,1,0,4.3746,3.0174,0.9382,1.5622,0.25554335,0.129,0,0.6015943,0,0,1
0,1,0,4.5301,3.8531,0.98,2.0336,0.14575838,0.129,0,0.86301714,0,0,1
0,0,1,4.528,3.3004,0.8101,1.6846,0.16082156,0.129,0,0.78083444,0,1,1
0,0,1,4.4177,3.519,0.9994,1.6233,0.06111778,0.129,0,0.6618751,0,1,1
0,1,0,4.4482,4.0585,1.1265,2.1188,0.29002744,0.129,0,0.8538311,0,1,1
0,1,0,4.4688,4.0809,1.1122,1.9377,0.40776047,0.129,0,0.948958,0,0,1
1,0,1,4.3877,2.978,0.9123,1.9845,0.65745145,0.129,0,0.40157533,0,1,1
0,0,0,4.3707,5.0969,1.2149,2.092,0.10465143,0.129,0,0.8923824,0,0,1
0,1,0,4.3743,3.1915,0.9548,1.749,0.35436526,0.129,0,0.61066544,0,1,1
0,0,1,4.4387,3.845,1.1034,2.0765,0.31669182,0.129,0,0.20754829,0,0,1
0,1,1,4.0995,4.228,1.2277,1.8064,0.13289425,0.129,0,0.38857067,0,0,1
0,1,0,4.2152,4.8215,1.6086,2.1441,0.11202315,0.129,0,0.81675166,0,0,1
0,1,0,4.1925,4.0795,1.36,2.7164,0.21428742,0.129,0,1,0,0,1
1,0,1,4.1843,1.7766,0.939,1.5394,0.5783285,0.129,0,0.9972158,0,1,1
0,0,0,4.3648,4.6979,1.6972,3.2188,0.21792522,0.129,0,0.9998375,0,0,1
0,1,1,4.302,5.3892,1.5128,3.1268,0.08256624,0.129,0,0.9992262,0,0,1
0,0,1,4.4269,5.4596,1.4838,3.1352,0.20084032,0.129,0,0.91066116,0,0,1
0,1,1,4.312,3.9692,1.1765,1.6838,0.048423007,0.129,0,0.7456279,0,0,1
0,1,0,4.2197,2.2794,0.8283,1.7476,0.5804441,0.129,0,0.29014546,0,1,1
0,1,1,4.4518,3.1365,0.788,1.8333,0.20679276,0.129,0,0.74637276,0,0,1
0,0,1,4.5023,3.6663,0.8211,1.8056,0.110676765,0.129,0,0.17839263,0,0,1
0,0,1,4.2977,2.422,0.7798,1.5017,0.31530818,0.129,0,0.4118062,0,1,1
0,0,1,4.362,4.5136,1.285,2.1205,0.12345255,0.129,0,0.88093805,0,0,1
0,1,1,4.3715,4.7689,1.0101,2.6202,0.082008466,0.129,0,0.5185764,0,0,1
0,0,1,4.5013,4.3632,1.0378,2.3844,0.053873323,0.129,0,1,0,0,1
0,0,1,4.4179,5.3944,1.6666,2.9415,0.06840354,0.129,0,1,0,0,1
0,1,1,4.5215,4.3369,1.2315,3.2939,0.030565077,0.129,0,1,0,0,1
0,0,1,4.3084,3.9445,1.4835,2.3849,0.11651657,0.129,0,1,0,0,1
0,1,0,4.1155,2.9816,0.9602,1.4595,0.3579881,0.129,0,0.98333895,0,1,1
0,0,1,4.1522,4.1817,1.2318,1.8595,0.15088387,0.129,0,0.9933742,0,0,1
0,0,0,4.3407,3.8871,1.4172,2.2675,0.3107333,0.129,0,1,0,0,1
0,0,1,4.2621,4.1853,1.3496,2.6804,0.34417307,0.129,0,0.97392875,0,0,1
1,0,1,4.2628,3.0154,1.1284,1.6633,0.70697665,0.129,0,0.9956573,0,1,1
0,0,1,4.4417,3.8273,0.888,1.6588,0.04390211,0.129,0,0.23724018,0,0,1
0,1,0,4.3629,5.7615,1.3038,2.7469,0.078250706,0.129,0,0.820802,0,0,1
0,0,1,4.2287,4.6554,1.4204,2.2909,0.12308747,0.129,0,0.90645295,0,0,1
0,0,1,4.5423,3.2345,1.0071,1.9706,0.36954844,0.129,0,1,0,0,1
0,0,0,4.1168,2.686,0.9782,2.44,0.6575739,0.129,0,1,0,1,1
0,0,1,4.2252,3.2097,1.0807,1.7825,0.2096942,0.129,0,0.84787893,0,1,1
0,1,1,4.1249,3.8616,0.9753,1.7799,0.091105245,0.129,0,0.99858785,0,0,1
0,0,1,4.15,4.1721,0.915,1.951,0.16980723,0.129,0,0.7121009,0,0,1
0,0,1,15.5132,4.0309,1.1356,2.2527,0.021394681,0.385,0,0.5899965,1,1,0
0,1,1,16.6325,3.8857,0.9134,2.0057,0.01822937,0.385,0,0.86495155,1,1,0
0,0,0,16.6325,3.8857,0.9134,2.0057,0.01822937,0.385,0,0.86495155,1,1,0
0,0,0,16.7652,4.3936,1.9484,2.6254,0.029632812,0.385,0,0.782367,1,1,0
0,1,0,16.664,5.2009,1.7449,2.6663,0.013592175,0.385,1,0.9671929,1,1,0
0,1,0,16.2273,5.2449,1.763,2.7326,0.014444794,0.385,0,0.99069786,1,1,0
0,1,0,15.8511,4.7796,1.5476,2.9329,0.060986303,0.385,0,1,1,1,0
0,0,1,16.7771,6.4601,1.9576,3.1118,0.006043953,0.385,0,0.8433761,1,0,0
0,1,1,16.6362,4.828,1.5834,2.8518,0.014642767,0.385,0,0.9906193,1,1,0
0,0,0,15.6776,4.9265,1.7184,2.4817,0.0731043,0.385,0,0.9077194,1,1,0
0,0,1,15.6437,4.0718,1.4239,2.1605,0.017732378,0.385,0,0.8623924,1,0,0
0,0,1,15.6967,4.2593,1.9031,2.2091,0.024737684,0.385,0,0.69564134,1,1,0
